method,size50,size75,size100,size125,size150,size175,size200,size225,size250,size275,size300
chisq,0.1768069205201244,0.07732768335087821,0.1110806362814401,0.10229987209681905,0.04494458060668052,0.0780547311329217,0.10671107418512797,0.10025911923812894,0.0755014292939465,0.07125380362815083,0.05626081743339081
robbins,0.11659425163972865,0.11659425163972867,0.10034518685237043,0.2618943427829392,0.10198186565335637,0.1222850053055508,0.2802947267374969,0.3172636274856902,0.13168830932737388,0.10093762093312154,0.11392388278479525
npmle,0.10481374415453107,0.1048137768122777,0.10483409237505535,0.12633053002467523,0.09659561475018855,0.08220339846105862,0.10766661038496882,0.1260843503805311,0.12650713546781484,0.07354645581668422,0.1017813277425096
sqH,0.08619193671568169,0.08619192143826097,0.11702343166682354,0.15013952707941583,0.1072647511675409,0.08431722112039515,0.04865969897471814,0.14556125141477633,0.1143226678609724,0.05623583638277745,0.11263079379170397
chisq,0.0956141662599751,0.09561416557963334,0.09784928228243488,0.10836927307699255,0.10572847654668584,0.07369377881044613,0.13836351269938185,0.10508211636114047,0.12020467314271206,0.05232109250838665,0.11758584349869715
robbins,0.23714027001611623,0.12043693361160607,0.33835434829907535,0.12171283393573287,0.14886468333323571,0.11494367968480552,0.13374600638241504,0.216119842458911,0.19468145406144352,0.23651737273170068,0.10115382588244337
npmle,0.16333662615477124,0.09930979429087113,0.23385227050754587,0.11797055129363367,0.14326492911044053,0.18425573523291414,0.11794177911329999,0.15309319371140306,0.07091455500740448,0.12624679056102356,0.0975628961215475
sqH,0.11594063002035561,0.10555401374508427,0.23821024625890394,0.11401916422622271,0.14291460625575209,0.08055416163161701,0.13307180472211566,0.1307283445600609,0.06274473993176483,0.13463560413902484,0.09982445480499604
chisq,0.12610025201183347,0.09160182060979828,0.22323333523007707,0.1163599713205705,0.14934809199874963,0.17628402205017937,0.10609024072187186,0.13302535533560358,0.08369802770234466,0.10533244262184602,0.10185677636234587
robbins,0.1744871397767289,0.38851795777791265,0.17680225345130562,0.04037482863958461,0.16285342837247943,0.07751525618815296,0.2005247645480439,0.29345170145768085,0.10445947977320669,0.12143073440864642,0.12310866393574785
npmle,0.14613831082325146,0.2003160764940598,0.11688854944186647,0.028221949825347238,0.13882569881257747,0.050091787228697705,0.08752389591373795,0.10480424306119569,0.09704510528907542,0.11395659966388973,0.11952365526254959
sqH,0.08980292113540841,0.10660968897233353,0.12421869326017104,0.03683179368909922,0.11276499753089979,0.050249318501960766,0.10092311599267345,0.11733653071627732,0.1144833291303221,0.11817731640180192,0.11611158720684292
chisq,0.09713360480432691,0.06355403004717179,0.1086601042569976,0.02356165897097543,0.11506922045311072,0.043708587472861,0.06821853490145274,0.0838685949194953,0.089723172481786,0.10517788437218191,0.12115893636056868
robbins,0.39666130168330666,0.19032674103108718,0.1744871397767289,0.05766313721082706,0.1201108738717095,0.11329531617330744,0.07727493777451552,0.14057157325539152,0.11081958614755277,0.15110652332500635,0.15550817543139905
npmle,0.20443958351595523,0.14710005572608437,0.14613873439951877,0.045916079461833466,0.11703106650490473,0.07312399212462165,0.08096551264431373,0.13662652839311915,0.1163518555193431,0.14257788692102272,0.10340438823259533
sqH,0.1448343189519442,0.12324105639052883,0.08980292262709431,0.05914944189267907,0.10184460280417966,0.08359546834083662,0.09178207745867983,0.1427400465338895,0.0778114132353895,0.12767046145250013,0.0692488196208287
chisq,0.18485513754983432,0.1340392473468615,0.09713359541265948,0.038721152850615836,0.10526559045030941,0.06015167890561165,0.06342034239414937,0.14603576140837796,0.04352203242043334,0.134107864164321,0.03845553527262929
robbins,0.2535295799888874,0.13671939735023672,0.6976923723473485,0.09174413232764163,0.14310133406500933,0.13058795086898256,0.12330540336833705,0.11031302726936508,0.16614952568042715,0.0981901803566435,0.06493743908234197
npmle,0.09545960169790209,0.11956023713187042,0.03218881722748417,0.09342915935056377,0.1308919923972118,0.10820109465156438,0.11826138641204946,0.10850676358019569,0.14782745486460316,0.0982761086153943,0.049836584781277685
sqH,0.11010662287598393,0.12117968496702192,0.016854892253299045,0.11497583770454323,0.10336301874060057,0.11173433216259923,0.1136799017602131,0.08945119979494165,0.1332192585510276,0.11035436374283618,0.05136170542083743
chisq,0.0728385573732521,0.09089795050827781,0.07578278131443439,0.0776133298267318,0.10575197206641515,0.10143145531623686,0.11953238733868364,0.0931535631805561,0.1385333894646433,0.10091587833239593,0.04691255753118462
robbins,0.19763064512244885,0.059064773366639,0.1455589122922747,0.1453545896803368,0.11376528409818294,0.11691454555310668,0.09133370061315428,0.18794222818576978,0.12270038314236088,0.15121112903469058,0.13844360227213887
npmle,0.23670604872382942,0.048397760625534046,0.12928031158693906,0.07142964741182554,0.06992070248395606,0.11368066824092608,0.07298859821995776,0.11726962000999677,0.10876903862285824,0.08715850944984327,0.13147956432787833
sqH,0.08499889825062526,0.059256190151914676,0.11105170287454857,0.08552591218782818,0.08203111775858021,0.10643481090775972,0.08508780608799048,0.06518566621232817,0.11333497098702909,0.07019871521197212,0.11880622307233873
chisq,0.3368535377181036,0.04301313793745175,0.12338417731269288,0.0588294382724001,0.058355653398640905,0.11120627127325373,0.06409139996510706,0.08848177984162081,0.09565699911420233,0.08593777817216394,0.12553678892103945
robbins,0.20071818812989295,0.14325341398952177,0.03732646940161577,0.1587956500364486,0.12235923120783192,0.10945022143720523,0.08506397405580475,0.09624078466571621,0.09892143507280951,0.21889912386189672,0.04864383047603842
npmle,0.15087302774425015,0.12582747212317755,0.03527382992745029,0.13452949380813947,0.06085068410066694,0.04080357414745036,0.06614612045075124,0.06646773586555137,0.08003617152669407,0.10321872147115477,0.042169014799655125
sqH,0.12830062346470977,0.1323242917207593,0.043242205746130614,0.10771882816965565,0.07135700721275501,0.04679256285995338,0.0662492332007087,0.06460120040622111,0.07777862229905318,0.12306064937640991,0.044754802678901924
chisq,0.1393605206597876,0.11280167600549725,0.02974248420613204,0.11784070263745075,0.04801839824732068,0.03473324870077805,0.058431226083397014,0.05538708947406967,0.0678058839220041,0.0869363542840035,0.040267737352395035
robbins,0.14577522241834534,0.13382174497590182,0.10541874313393848,0.09310483810375193,0.10198186565335639,0.15377402401710794,0.11756104258423625,0.13534774722467557,0.10573717766989763,0.0391519417452839,0.11920625498049574
npmle,0.1334793834851107,0.12367980544630193,0.06314764094483943,0.08817311909565087,0.09659561477721165,0.10534104532843987,0.11564358649012833,0.10445773241965763,0.08009764812625532,0.014733629120176965,0.048902233491716074
sqH,0.07782067862861448,0.0807506661970923,0.07453355668114874,0.08801917446255274,0.10726475632135314,0.08559220969413947,0.09290489422724336,0.11081200582654384,0.080594560539783,0.01493336279939437,0.02533777508772903
chisq,0.08416990118826748,0.08779561517388962,0.05225646341700709,0.08238157444035568,0.10572848052755847,0.06628270058723211,0.09619802840662799,0.08921871043687774,0.07309419958394724,0.014400504578896108,0.07925542304831659
robbins,0.2245596888969204,0.07004777049015715,0.18560811420876117,0.1810840496174414,0.2392514504623648,0.13672560715606308,0.14128097260856703,0.15048244020197798,0.16610006642492994,0.10021308207124308,0.09332918192261117
npmle,0.0772213848081353,0.040417281137036444,0.14392780526563403,0.16619320101004723,0.14575476506619978,0.10960571721899173,0.12942504768577373,0.08144812233422892,0.14381030624133023,0.08478185237596889,0.08759831572921525
sqH,0.08779065051172179,0.05213809527824125,0.10811409887740392,0.15822143159711313,0.13087623855315741,0.11569596705127427,0.09728688504347394,0.06099102135161359,0.12522787951138303,0.09076163770245795,0.08752574426489393
chisq,0.05526618519114541,0.03540999321405921,0.11709212888786531,0.16222760541655962,0.12583583484599506,0.1254041761955475,0.09988004443192292,0.09407242052816421,0.12768792884799637,0.08147643476314861,0.08207629278429195
robbins,0.49073260000407337,0.13340444606803017,0.31686544356890284,0.18230783625188163,0.08696309617833137,0.06449451249621535,0.12414808302701222,0.08176933818920662,0.19949327568204375,0.0741180789471599,0.06622582452223756
npmle,0.24305474967713017,0.12246789815628667,0.1341110282378659,0.12432410639350562,0.07170871286187283,0.046353621833479366,0.06312359882405306,0.05883070525888101,0.14969302258216868,0.08095323431696097,0.046256566119039645
sqH,0.11026098072869958,0.09492585944808253,0.14331542618307702,0.09113006601797904,0.0875895268237104,0.05819193080998943,0.06904703588574596,0.07136132009047715,0.12646829976868293,0.0935816132824372,0.06122385624609708
chisq,0.20444421653746667,0.10460274062122799,0.11284922779666379,0.07546382929166841,0.0649283093859974,0.04085372652730891,0.054037160497135285,0.05148297106079618,0.12864215425216824,0.07247821824773766,0.034883015226802386
robbins,0.6359496983345722,0.053582729954302716,0.31050737407946377,0.12499739042865858,0.21256504007004187,0.1320775508488083,0.140160391692386,0.2031794638944593,0.1904115289920583,0.06031437421284037,0.12080917830228832
npmle,0.06353918809415958,0.023138239675658423,0.22511322965308098,0.11934015693303332,0.15284570844445458,0.10036948713541112,0.10485490805641635,0.16832701279314236,0.15355346046962481,0.06102978104015294,0.10630623807053043
sqH,0.0451436369268539,0.030276478262000115,0.10084531146449467,0.10453212310138112,0.11548010551633392,0.07004457695566316,0.08520378989554406,0.07910874610895739,0.07617009911832331,0.07329082263708389,0.10532617957729512
chisq,0.06678450547135877,0.020343486786782897,0.0939774384952478,0.10764389111723724,0.12499960816522394,0.05911064470213949,0.049516569389255576,0.07907826964440647,0.0806091198035998,0.054017643076297486,0.09453965263789244
robbins,0.3168654435689028,0.21658954152017879,0.11319423496245648,0.07750208124977552,0.4384356474397863,0.06857358788171249,0.20810116304932705,0.13305408512229705,0.07931640385654656,0.08826073522710019,0.1322733093228214
npmle,0.13411102075397596,0.10609550534599559,0.11411494109874035,0.08445782017374485,0.11131360254110141,0.046915036445196956,0.11524819246103235,0.10475973325041046,0.08714701951019632,0.07371848710604925,0.12742404524985168
sqH,0.14331551938467504,0.12676312469700388,0.12522034947046726,0.09962127598333766,0.0777059073149282,0.05045808702700312,0.0766391833949615,0.11993639412680464,0.1000313572541215,0.08115320348232243,0.10425441973556175
chisq,0.11284923361428272,0.09055198667314969,0.11057048126613958,0.07408764558275667,0.13988234151595236,0.04456692802880095,0.051002200450913804,0.09251829455568601,0.0781786454989467,0.06214087777520645,0.10907744183984763
robbins,0.09354814827383516,0.08913927697021594,0.13565797247140268,0.10794748986750514,0.16125030053798292,0.07364160547710615,0.11427225927467141,0.06389002775147587,0.21563838723830325,0.15934809811498243,0.08425225961889031
npmle,0.09287896613210933,0.07612162405283085,0.1191036053360363,0.16168989744338905,0.04109122905855413,0.0604068148654147,0.10853560159083533,0.06099192231061582,0.12625751334711605,0.13681586104551416,0.07435089984712163
sqH,0.05579518243882365,0.08931829742636188,0.10852653855882329,0.06715804902252705,0.021546656821884776,0.07398748540138463,0.11305219185425006,0.07501919377797987,0.10862054314013399,0.10975951544166897,0.08794041708284298
chisq,0.0608390067329646,0.06882663070988371,0.10401531698665618,0.14854423736411854,0.05139884537799799,0.05422012723214729,0.10254768354821256,0.041719360067470554,0.10278452154337846,0.11193992333049191,0.08233504571826243
robbins,0.1667653258165201,0.055981478700600204,0.1575233777089038,0.09125704843671097,0.15515622924257652,0.1216529262898106,0.13389297036224576,0.1033202853561664,0.090095826771758,0.1452052575055149,0.1322733093228214
npmle,0.12385551550359838,0.04790996316089098,0.14933607055707782,0.03980579065835297,0.13802790805381537,0.07508266749657884,0.06939760896441526,0.09332153912401803,0.061964726512111754,0.07782419559165239,0.12742411167262072
sqH,0.05918038443831304,0.06112240404524352,0.1368584471626074,0.05523942342332223,0.08173932339384384,0.0750399753334507,0.07848085196182905,0.10892715340982069,0.06673518079631231,0.0888249166571138,0.10425440730002598
chisq,0.06701941165131237,0.03995645216604126,0.13880049555144325,0.026727926616921374,0.08838571142522968,0.06019850960644141,0.06139231657667644,0.08621492255918535,0.04772447806874437,0.06185356358173598,0.10907745793326405
robbins,0.136909538385594,0.07342712950436817,0.1714997071340743,0.09627620256517942,0.12166680819738988,0.1743298104183389,0.1875495474696499,0.2115695814171725,0.16206581695576694,0.1046910574480289,0.1466340214569296
npmle,0.052192491695043655,0.06144703157399501,0.16701997770454305,0.0877749033396516,0.13093284157775784,0.07600188943788037,0.07548610080169003,0.15384501205313705,0.10414941702896,0.08386843230085766,0.09953412176996483
sqH,0.07421718362433469,0.07385244339687858,0.16022009784069155,0.06864591311486791,0.1372905983563055,0.03015073831908284,0.07958620348926565,0.11572518944297343,0.09892781403875674,0.08149183156902162,0.1128267494377322
chisq,0.028693019043352287,0.05551571377469294,0.16462548399506358,0.0760033114408593,0.12296124490699584,0.09643075795061011,0.0505350191025733,0.11923941592527645,0.07793463382116368,0.07248925967307723,0.08438764068727744
robbins,0.3141747978013297,0.1131813637626339,0.5106267015641478,0.07750208124977552,0.16098870563422374,0.07336506414802611,0.11697061734801953,0.1626622942497629,0.13519999383333647,0.1906383474171426,0.05680619985733595
npmle,0.15210698814433662,0.07449477942851301,0.17828387658535155,0.08445786496878635,0.12827395790308985,0.07917204700182784,0.10858365731810334,0.06667576516050355,0.1264119622763175,0.11659554458544505,0.04084643607528378
sqH,0.07589943888333227,0.098898948730438,0.11441418703445368,0.09962124922823361,0.12879720839572315,0.0906123370683327,0.10718455470297668,0.03681415188090703,0.09107964553500275,0.08530877989057671,0.043798772509899546
chisq,0.09194252478939861,0.060873651981225844,0.07621381354153266,0.07408765708934487,0.1131306904943224,0.06390101617090975,0.0980934133358138,0.06551350650560753,0.0938992183780004,0.05973490934169666,0.037373969401619016
robbins,0.19086868887571828,0.10163170020506666,0.25394445762184525,0.10010610146827717,0.14905273555131476,0.23536314300643904,0.1183796416380725,0.28798840799013153,0.12171283393573293,0.07230083447362722,0.16403110453301323
npmle,0.06481058889929893,0.09968613813371552,0.1663229383173726,0.07612200277723304,0.0867694074174733,0.14705462721270562,0.11058855423889029,0.1592660070162218,0.11797055142340095,0.04825839927618077,0.13587106311842614
sqH,0.08119958390641865,0.1164206062308204,0.12296010654539977,0.08659435005417183,0.08915609649704483,0.09210550589405386,0.115824694039899,0.11771070836423735,0.1140191684991221,0.050658529631383904,0.13677784347244515
chisq,0.05623994781770618,0.09259175400471104,0.13404340905118312,0.07827662962066705,0.0662358106138718,0.09578109663823267,0.12301555418051052,0.1221976655887591,0.11635997127993704,0.02890714249513066,0.12115073297304567
robbins,0.2243292158048842,0.2124653698140296,0.15436573459826256,0.10328082296038957,0.16082880213574835,0.20607336433502016,0.44565352187657126,0.1254033477212959,0.15838555866932905,0.11866650862878123,0.1352053401971036
npmle,0.24457441086081494,0.09890383996633724,0.1134214919475996,0.08080239956511152,0.13507060157776724,0.15409434091062227,0.16131269522069744,0.11527999762011502,0.11374161408808307,0.10867524270260338,0.0876651776951002
sqH,0.03569098845308732,0.090167450398897,0.09675059900444304,0.09207991950909969,0.09991527962440419,0.13494281104160535,0.1248574361379282,0.12147240013903621,0.1313416919509599,0.11102980735783505,0.09042853127447553
chisq,0.030611332507162876,0.07174116546472657,0.0929550708794741,0.069371588252618,0.10194089523772618,0.13775190711872465,0.08024339748874994,0.1295685465359248,0.10040388447990145,0.09771742125285275,0.07559135256917986
robbins,0.6926266760714913,0.19159999884454842,0.12909485927657907,0.1792319334643548,0.040068270512220276,0.11759005198119167,0.18592578328574064,0.15282285866585976,0.08351928355306702,0.07481034057874364,0.16529363054492616
npmle,0.06349329685886505,0.14686549518781167,0.11914850292245532,0.09681638210385338,0.027645582312857523,0.11518560166212503,0.11282392162915096,0.12725074271793463,0.0688714193814121,0.07104947055743668,0.14167700069283903
sqH,0.0831809615720916,0.10627982949888609,0.09271145837229619,0.11451919426505827,0.03696787598463532,0.09989967150034859,0.08296700109765365,0.061858550079392796,0.06761228205770016,0.08197438995097031,0.12331206087794837
chisq,0.042243015561869324,0.11500947556648242,0.10232163240604361,0.0822939532282442,0.02192576322479061,0.10366130518801497,0.11874288888855883,0.05639995743927345,0.05977005137143519,0.07239542834697894,0.12576437781663358
robbins,0.2499055059457807,0.12043693361160607,0.17494192360626692,0.2627331695978408,0.10163170020506666,0.10196539132049921,0.16529363054492613,0.7358587030150519,0.0970670964670636,0.040325383852359765,0.13309642865398674
npmle,0.13193620267251138,0.0993098219074469,0.07171522869631076,0.055932300878085844,0.09968608377343922,0.10653995728788439,0.14167696281934497,0.060601906560370775,0.07272291120184325,0.034889228307550334,0.11736485132902452
sqH,0.05986592594611568,0.10555402741392245,0.06119192477639457,0.07035286194665305,0.1164206092163074,0.12392846800590156,0.12331205887952487,0.07035615585868105,0.07429469154306512,0.034754880804936376,0.11883315684426203
chisq,0.06097990863517201,0.09160182681323496,0.04249057081466355,0.041038971061735305,0.0925917549379747,0.09894508605125603,0.12576433756530753,0.056604251861168395,0.06817725827571984,0.03220156949035362,0.11167621086650006
robbins,0.13690953838559397,0.14486858372667083,0.0412101707882249,0.2448571650027406,0.1156265020175348,0.0919760186304529,0.17311614192434974,0.11045785766861561,0.10871866007088275,0.16054858871110303,0.17731410894905322
npmle,0.05219256605245387,0.10219696965327207,0.011162589627766822,0.1322480062939302,0.10907217449093434,0.08260512361194225,0.15604447003305563,0.09211340086586843,0.09873005482442142,0.12039167062013788,0.15367392519387688
sqH,0.07421718688087049,0.10555677042131949,0.010279962247311402,0.14472940454619038,0.0794309599395396,0.09898264996520001,0.14525965150505735,0.10242951786485609,0.11199205226188634,0.12690342391930393,0.14110638149978486
chisq,0.028693019025532455,0.08494089010535823,0.014262447716176135,0.11762724632526406,0.08737683768235924,0.07561439737622935,0.14826730068919516,0.07934849422172997,0.0902986909019578,0.10484930443879895,0.1444126596912324
robbins,0.20071818812989295,0.17400539403298376,0.13487494742015868,0.08638999195781047,0.1468990687929261,0.09209036566138468,0.1095920702645898,0.08031551640754704,0.2522801640214856,0.12713527441021003,0.09582994612945787
npmle,0.15087296856482726,0.026410064997683922,0.030562473195516197,0.06061779336616667,0.07421113076835134,0.08008243154685404,0.10707988601436685,0.07809776180421775,0.17679568829998965,0.10928068231249184,0.08382993727032859
sqH,0.1283005885789227,0.024449931046956516,0.0298605122876919,0.07370393378834152,0.08977712326914022,0.09100180194495372,0.09497675504412939,0.09063721413972098,0.12238796441126981,0.10901467604380648,0.08155828954036727
chisq,0.13936052462484136,0.01968709596502048,0.03270134675704683,0.07006078865188127,0.06270304712402107,0.07105730143095472,0.0991788755850675,0.07553228385823571,0.16542610809715602,0.09751998178702918,0.0744765787041012
robbins,0.15973736569671293,0.17031091191633027,0.1216069896698808,0.2955284101379953,0.059064773366638984,0.15452456170890913,0.264065744483904,0.1824694309526833,0.16946524910237445,0.10604708476937183,0.0768665975232196
npmle,0.10607767109053076,0.13935755722135773,0.10796940222201065,0.14528768611230494,0.048397749383121844,0.14738478610001268,0.15252793713166796,0.12576425234915556,0.14214162431340654,0.10258226496182615,0.057653151782138846
sqH,0.12273911700659657,0.11342448112724372,0.10144055377800054,0.11554468099096335,0.05925618274290642,0.17004993658515774,0.10420060318233389,0.09511507635640412,0.11991574758347955,0.09945524239286553,0.057429627911005546
chisq,0.09200527727554432,0.1237724225655019,0.09337565673326712,0.08421715374441692,0.04301313844918314,0.1385801770272698,0.0720535584729085,0.07110214265675892,0.1221259901548645,0.10120808696323634,0.0521613175305098
robbins,0.12780691266821903,0.18628330424319733,0.06612737151361557,0.09981622254310733,0.17427504445211753,0.12550200899009264,0.16807342270732215,0.0705042915259923,0.16891852398915683,0.06067806059787345,0.1086013975571612
npmle,0.10066232535899237,0.034219057865320104,0.05718392741527337,0.06682169422809565,0.12325328681275018,0.11007686825721062,0.08443952670505617,0.06614035842530758,0.13016538791695842,0.04546363896230568,0.1062567030066294
sqH,0.10799066142872302,0.0379125342003169,0.07315684932498097,0.0693755149657741,0.12001660086598691,0.09604391347459852,0.09770126765622918,0.07930188160913287,0.12133939862020642,0.04929692791343421,0.11841884688864103
chisq,0.11628840443311611,0.03395172878238952,0.045603361474832786,0.06081667058018245,0.10548105175291166,0.10697382051967248,0.0678712911549876,0.05989459891228259,0.11332422165200308,0.04324420682946228,0.10389262130570069
robbins,0.23343108096486176,0.07398536078668595,0.6091905669249632,0.09567995780169448,0.17630465685580177,0.12701775780942345,0.07613969808574167,0.07136664413891927,0.14914180553625095,0.09800247136047266,0.1017255336738823
npmle,0.16214434848061907,0.05366721919593147,0.053146870058768655,0.02695044930101292,0.09149396313447578,0.09974248647758113,0.07783232725367492,0.03808683683616397,0.12299714912221142,0.07203182383594565,0.088134142690562
sqH,0.14411791989652498,0.061835924045087746,0.060393612052165604,0.03573738132508636,0.09439367568717716,0.10237445575153294,0.09069942821562198,0.03754142311229248,0.07932093792419857,0.08300884409264848,0.10140533794498954
chisq,0.156132961684951,0.06336331548823508,0.05404451205009824,0.02389046723099408,0.07261184062499498,0.09114484361720106,0.07139050247995682,0.044270348596819165,0.08106002919011814,0.08413022576899232,0.07927401662629883
